FIPS,State,District,Year,Overall Food Insecurity Rate,# of Food Insecure Persons Overall,Food Insecurity Rate among Black Persons (all ethnicities),Food Insecurity Rate among Hispanic Persons (any race),"Food Insecurity Rate among White, non-Hispanic Persons",SNAP Threshold,% FI ≤ SNAP Threshold,% FI > SNAP Threshold,Child Food Insecurity Rate,# of Food Insecure Children,% food insecure children in HH w/ HH incomes below 185 FPL,% food insecure children in HH w/ HH incomes above 185 FPL,Census Region,Census Division,FNS Region
3101,NE,"Congressional District 1 (118th Congress), Nebraska",2023,14.1%,"93,340",35%,31%,12%,165%,50%,50%,17.8%,"27,190",62%,39%,Midwest,West North Central,Mountain Plains
3102,NE,"Congressional District 2 (116th Congress), Nebraska",2019,11.3%,"77,500",31%,22%,9%,130%,44%,56%,15.6%,"28,090",58%,42%,Midwest,West North Central,Mountain Plains
3102,NE,"Congressional District 2, Nebraska",2020,9.4%,"63,230",31%,21%,7%,165%,57%,43%,13.4%,"23,580",68%,32%,Midwest,West North Central,Mountain Plains
3102,NE,"Congressional District 2, Nebraska",2021,9.8%,"69,440",30%,19%,8%,165%,43%,57%,12.2%,"22,250",64%,36%,Midwest,West North Central,Mountain Plains
3102,NE,"Congressional District 2 (118th Congress), Nebraska",2022,13.2%,"86,840",36%,28%,10%,165%,40%,60%,19.3%,"32,570",56%,44%,Midwest,West North Central,Mountain Plains
3102,NE,"Congressional District 2 (118th Congress), Nebraska",2023,14.5%,"96,050",38%,31%,11%,165%,48%,52%,19.2%,"32,520",57%,43%,Midwest,West North Central,Mountain Plains
3103,NE,"Congressional District 3 (116th Congress), Nebraska",2019,12.0%,"71,980",30%,22%,10%,130%,45%,55%,15.7%,"22,100",70%,30%,Midwest,West North Central,Mountain Plains
3103,NE,"Congressional District 3, Nebraska",2020,10.2%,"61,010",32%,22%,8%,165%,64%,36%,14.0%,"20,080",79%,21%,Midwest,West North Central,Mountain Plains
3103,NE,"Congressional District 3, Nebraska",2021,10.2%,"60,670",30%,20%,9%,165%,46%,54%,12.2%,"17,460",70%,30%,Midwest,West North Central,Mountain Plains
3103,NE,"Congressional District 3 (118th Congress), Nebraska",2022,14.2%,"92,340",36%,28%,11%,165%,45%,55%,20.1%,"30,740",66%,34%,Midwest,West North Central,Mountain Plains
3103,NE,"Congressional District 3 (118th Congress), Nebraska",2023,15.0%,"97,850",41%,31%,12%,165%,51%,49%,20.7%,"32,220",62%,38%,Midwest,West North Central,Mountain Plains
3201,NV,"Congressional District 1 (116th Congress), Nevada",2019,16.0%,"113,670",27%,18%,16%,200%,89%,12%,24.9%,"40,450",78%,22%,West,Mountain,Western
3201,NV,"Congressional District 1, Nevada",2020,14.5%,"101,970",28%,19%,13%,200%,87%,13%,24.1%,"38,100",83%,17%,West,Mountain,Western
3201,NV,"Congressional District 1, Nevada",2021,17.8%,"121,960",28%,16%,14%,200%,69%,31%,26.1%,"38,440",74%,27%,West,Mountain,Western
3201,NV,"Congressional District 1 (118th Congress), Nevada",2022,15.6%,"119,610",30%,22%,13%,200%,62%,38%,23.4%,"39,370",72%,28%,West,Mountain,Western
3201,NV,"Congressional District 1 (118th Congress), Nevada",2023,16.5%,"129,940",32%,23%,14%,200%,69%,31%,20.9%,"36,320",71%,29%,West,Mountain,Western
3202,NV,"Congressional District 2 (116th Congress), Nevada",2019,11.7%,"86,500",18%,16%,10%,200%,59%,41%,15.3%,"23,970",61%,39%,West,Mountain,Western
3202,NV,"Congressional District 2, Nevada",2020,9.9%,"71,910",20%,16%,7%,200%,67%,33%,12.9%,"20,230",69%,31%,West,Mountain,Western
3202,NV,"Congressional District 2, Nevada",2021,10.5%,"80,280",20%,13%,8%,200%,52%,48%,11.9%,"19,240",61%,40%,West,Mountain,Western
3202,NV,"Congressional District 2 (118th Congress), Nevada",2022,13.6%,"107,290",25%,19%,11%,200%,47%,53%,16.7%,"27,360",57%,43%,West,Mountain,Western
3202,NV,"Congressional District 2 (118th Congress), Nevada",2023,13.7%,"109,110",29%,20%,11%,200%,56%,44%,15.6%,"25,300",62%,38%,West,Mountain,Western
3203,NV,"Congressional District 3 (116th Congress), Nevada",2019,10.3%,"87,950",16%,14%,9%,200%,46%,55%,14.3%,"25,800",40%,60%,West,Mountain,Western
3203,NV,"Congressional District 3, Nevada",2020,9.2%,"76,640",18%,14%,7%,200%,57%,44%,12.5%,"22,450",53%,47%,West,Mountain,Western
3203,NV,"Congressional District 3, Nevada",2021,11.6%,"102,580",16%,12%,8%,200%,48%,52%,15.8%,"31,050",59%,41%,West,Mountain,Western
3203,NV,"Congressional District 3 (118th Congress), Nevada",2022,14.0%,"111,550",24%,19%,11%,200%,50%,50%,20.7%,"33,320",64%,36%,West,Mountain,Western
3203,NV,"Congressional District 3 (118th Congress), Nevada",2023,14.3%,"114,030",26%,21%,12%,200%,53%,47%,18.9%,"29,670",57%,43%,West,Mountain,Western
3204,NV,"Congressional District 4 (116th Congress), Nevada",2019,11.0%,"85,250",18%,16%,10%,200%,69%,32%,18.6%,"35,650",59%,41%,West,Mountain,Western
3204,NV,"Congressional District 4, Nevada",2020,10.6%,"81,520",20%,16%,8%,200%,69%,31%,18.5%,"35,580",63%,37%,West,Mountain,Western
3204,NV,"Congressional District 4, Nevada",2021,13.0%,"104,720",19%,13%,9%,200%,56%,45%,21.1%,"40,620",65%,35%,West,Mountain,Western
3204,NV,"Congressional District 4 (118th Congress), Nevada",2022,14.4%,"118,250",25%,20%,12%,200%,54%,46%,22.5%,"44,240",63%,37%,West,Mountain,Western
3204,NV,"Congressional District 4 (118th Congress), Nevada",2023,15.7%,"128,380",27%,22%,13%,200%,67%,33%,23.7%,"45,290",75%,25%,West,Mountain,Western
3301,NH,"Congressional District 1 (116th Congress), New Hampshire",2019,9.1%,"62,600",13%,24%,9%,185%,45%,55%,11.3%,"14,420",55%,45%,Northeast,New England,Northeast
3301,NH,"Congressional District 1, New Hampshire",2020,7.1%,"48,850",12%,25%,6%,185%,52%,48%,9.8%,"12,710",64%,36%,Northeast,New England,Northeast
3301,NH,"Congressional District 1, New Hampshire",2021,6.3%,"44,400",,23%,7%,185%,37%,63%,7.7%,"10,060",64%,36%,Northeast,New England,Northeast
3301,NH,"Congressional District 1 (118th Congress), New Hampshire",2022,9.3%,"65,230",,28%,9%,200%,39%,61%,12.6%,"15,790",42%,58%,Northeast,New England,Northeast
3301,NH,"Congressional District 1 (118th Congress), New Hampshire",2023,10.8%,"75,530",,29%,10%,200%,47%,53%,14.4%,"17,290",51%,49%,Northeast,New England,Northeast
3302,NH,"Congressional District 2 (116th Congress), New Hampshire",2019,8.5%,"57,390",7%,23%,8%,185%,47%,53%,10.4%,"13,350",55%,45%,Northeast,New England,Northeast
3302,NH,"Congressional District 2, New Hampshire",2020,6.8%,"45,600",8%,23%,6%,185%,54%,46%,9.1%,"11,650",65%,35%,Northeast,New England,Northeast
3302,NH,"Congressional District 2, New Hampshire",2021,7.3%,"49,540",,21%,7%,185%,39%,61%,9.2%,"11,610",63%,37%,Northeast,New England,Northeast
3302,NH,"Congressional District 2 (118th Congress), New Hampshire",2022,10.1%,"69,970",,27%,9%,200%,44%,56%,14.2%,"17,930",51%,49%,Northeast,New England,Northeast
3302,NH,"Congressional District 2 (118th Congress), New Hampshire",2023,10.5%,"74,290",,28%,10%,200%,47%,53%,14.4%,"18,870",48%,52%,Northeast,New England,Northeast
3401,NJ,"Congressional District 1 (116th Congress), New Jersey",2019,9.6%,"69,930",16%,20%,6%,185%,61%,39%,12.9%,"20,850",69%,31%,Northeast,Middle Atlantic,Mid-Atlantic
3401,NJ,"Congressional District 1, New Jersey",2020,8.5%,"61,500",17%,21%,4%,185%,68%,33%,11.7%,"18,880",79%,22%,Northeast,Middle Atlantic,Mid-Atlantic
3401,NJ,"Congressional District 1, New Jersey",2021,9.4%,"70,290",16%,18%,5%,185%,53%,47%,11.8%,"19,510",79%,21%,Northeast,Middle Atlantic,Mid-Atlantic
3401,NJ,"Congressional District 1 (118th Congress), New Jersey",2022,12.0%,"92,180",22%,24%,7%,185%,47%,53%,17.2%,"27,750",68%,32%,Northeast,Middle Atlantic,Mid-Atlantic
3401,NJ,"Congressional District 1 (118th Congress), New Jersey",2023,12.6%,"97,950",23%,25%,8%,185%,58%,42%,16.1%,"26,800",67%,33%,Northeast,Middle Atlantic,Mid-Atlantic
3402,NJ,"Congressional District 2 (116th Congress), New Jersey",2019,10.2%,"71,980",20%,20%,6%,185%,69%,31%,13.8%,"20,100",83%,17%,Northeast,Middle Atlantic,Mid-Atlantic
3402,NJ,"Congressional District 2, New Jersey",2020,9.6%,"68,190",20%,20%,4%,185%,73%,27%,13.6%,"20,760",87%,13%,Northeast,Middle Atlantic,Mid-Atlantic
3402,NJ,"Congressional District 2, New Jersey",2021,9.6%,"71,060",20%,18%,5%,185%,55%,45%,12.5%,"19,350",85%,15%,Northeast,Middle Atlantic,Mid-Atlantic
3402,NJ,"Congressional District 2 (118th Congress), New Jersey",2022,11.6%,"91,490",23%,23%,7%,185%,47%,53%,14.6%,"24,370",75%,25%,Northeast,Middle Atlantic,Mid-Atlantic
3402,NJ,"Congressional District 2 (118th Congress), New Jersey",2023,12.4%,"97,910",26%,24%,8%,185%,62%,38%,16.3%,"26,600",73%,27%,Northeast,Middle Atlantic,Mid-Atlantic
3403,NJ,"Congressional District 3 (116th Congress), New Jersey",2019,7.6%,"55,630",10%,14%,5%,185%,47%,53%,9.2%,"13,760",56%,44%,Northeast,Middle Atlantic,Mid-Atlantic
3403,NJ,"Congressional District 3, New Jersey",2020,6.1%,"45,260",10%,15%,3%,185%,59%,41%,6.7%,"10,050",83%,17%,Northeast,Middle Atlantic,Mid-Atlantic
3403,NJ,"Congressional District 3, New Jersey",2021,6.7%,"51,230",8%,12%,4%,185%,42%,58%,7.2%,"10,730",68%,32%,Northeast,Middle Atlantic,Mid-Atlantic
3403,NJ,"Congressional District 3 (118th Congress), New Jersey",2022,8.4%,"65,220",13%,16%,5%,185%,37%,64%,9.9%,"15,660",64%,36%,Northeast,Middle Atlantic,Mid-Atlantic
3403,NJ,"Congressional District 3 (118th Congress), New Jersey",2023,9.3%,"73,130",16%,17%,6%,185%,45%,55%,10.4%,"17,530",62%,38%,Northeast,Middle Atlantic,Mid-Atlantic
3404,NJ,"Congressional District 4 (116th Congress), New Jersey",2019,7.8%,"58,430",12%,15%,5%,185%,58%,42%,7.4%,"13,490",100%,0%,Northeast,Middle Atlantic,Mid-Atlantic
3404,NJ,"Congressional District 4, New Jersey",2020,6.6%,"48,870",13%,15%,4%,185%,70%,30%,5.7%,"10,340",100%,0%,Northeast,Middle Atlantic,Mid-Atlantic
3404,NJ,"Congressional District 4, New Jersey",2021,8.7%,"69,960",12%,13%,4%,185%,54%,46%,8.0%,"16,290",100%,0%,Northeast,Middle Atlantic,Mid-Atlantic
3404,NJ,"Congressional District 4 (118th Congress), New Jersey",2022,10.7%,"84,210",19%,17%,7%,185%,51%,49%,12.2%,"23,150",90%,10%,Northeast,Middle Atlantic,Mid-Atlantic
3404,NJ,"Congressional District 4 (118th Congress), New Jersey",2023,10.6%,"84,730",21%,19%,8%,185%,59%,41%,12.0%,"24,110",78%,22%,Northeast,Middle Atlantic,Mid-Atlantic
3405,NJ,"Congressional District 5 (116th Congress), New Jersey",2019,6.0%,"44,060",8%,12%,4%,185%,40%,60%,3.7%,"5,840",78%,22%,Northeast,Middle Atlantic,Mid-Atlantic
3405,NJ,"Congressional District 5, New Jersey",2020,5.0%,"36,430",10%,13%,2%,185%,53%,47%,2.0%,"3,240",100%,0%,Northeast,Middle Atlantic,Mid-Atlantic
3405,NJ,"Congressional District 5, New Jersey",2021,6.6%,"49,980",9%,11%,3%,185%,37%,63%,3.9%,"6,230",91%,9%,Northeast,Middle Atlantic,Mid-Atlantic
3405,NJ,"Congressional District 5 (118th Congress), New Jersey",2022,8.5%,"65,750",14%,16%,5%,185%,31%,69%,6.6%,"10,970",63%,37%,Northeast,Middle Atlantic,Mid-Atlantic
3405,NJ,"Congressional District 5 (118th Congress), New Jersey",2023,9.1%,"70,010",17%,16%,6%,185%,38%,62%,6.2%,"9,760",54%,46%,Northeast,Middle Atlantic,Mid-Atlantic
3406,NJ,"Congressional District 6 (116th Congress), New Jersey",2019,8.4%,"62,090",14%,16%,6%,185%,61%,39%,8.9%,"14,530",91%,9%,Northeast,Middle Atlantic,Mid-Atlantic
3406,NJ,"Congressional District 6, New Jersey",2020,7.4%,"54,050",14%,17%,4%,185%,65%,35%,8.4%,"13,150",93%,7%,Northeast,Middle Atlantic,Mid-Atlantic
3406,NJ,"Congressional District 6, New Jersey",2021,8.6%,"65,490",13%,15%,5%,185%,46%,54%,8.6%,"13,780",74%,26%,Northeast,Middle Atlantic,Mid-Atlantic
3406,NJ,"Congressional District 6 (118th Congress), New Jersey",2022,10.6%,"82,860",19%,20%,7%,185%,44%,56%,13.4%,"22,270",68%,32%,Northeast,Middle Atlantic,Mid-Atlantic
3406,NJ,"Congressional District 6 (118th Congress), New Jersey",2023,12.3%,"94,250",23%,22%,8%,185%,51%,49%,14.6%,"22,240",62%,38%,Northeast,Middle Atlantic,Mid-Atlantic
3407,NJ,"Congressional District 7 (116th Congress), New Jersey",2019,6.6%,"48,390",8%,13%,3%,185%,46%,54%,4.4%,"7,000",93%,7%,Northeast,Middle Atlantic,Mid-Atlantic
3407,NJ,"Congressional District 7, New Jersey",2020,4.4%,"32,320",10%,13%,1%,185%,55%,45%,0.5%,780,100%,0%,Northeast,Middle Atlantic,Mid-Atlantic
3407,NJ,"Congressional District 7, New Jersey",2021,5.9%,"44,730",8%,11%,2%,185%,36%,64%,2.0%,"3,300",100%,0%,Northeast,Middle Atlantic,Mid-Atlantic
3407,NJ,"Congressional District 7 (118th Congress), New Jersey",2022,7.7%,"59,910",16%,15%,4%,185%,27%,74%,4.8%,"7,770",65%,35%,Northeast,Middle Atlantic,Mid-Atlantic
3407,NJ,"Congressional District 7 (118th Congress), New Jersey",2023,8.2%,"63,550",19%,16%,6%,185%,39%,61%,4.3%,"6,970",81%,19%,Northeast,Middle Atlantic,Mid-Atlantic
3408,NJ,"Congressional District 8 (116th Congress), New Jersey",2019,11.1%,"84,710",20%,18%,9%,185%,89%,11%,13.3%,"22,560",100%,0%,Northeast,Middle Atlantic,Mid-Atlantic
3408,NJ,"Congressional District 8, New Jersey",2020,10.1%,"77,030",22%,19%,7%,185%,90%,10%,14.6%,"23,770",100%,0%,Northeast,Middle Atlantic,Mid-Atlantic
3408,NJ,"Congressional District 8, New Jersey",2021,12.7%,"101,320",21%,16%,7%,185%,57%,43%,14.8%,"24,950",80%,21%,Northeast,Middle Atlantic,Mid-Atlantic
3408,NJ,"Congressional District 8 (118th Congress), New Jersey",2022,14.6%,"111,870",26%,23%,10%,185%,58%,42%,18.6%,"30,260",78%,22%,Northeast,Middle Atlantic,Mid-Atlantic
3408,NJ,"Congressional District 8 (118th Congress), New Jersey",2023,16.8%,"126,340",29%,24%,11%,185%,67%,33%,20.2%,"31,740",87%,13%,Northeast,Middle Atlantic,Mid-Atlantic
3409,NJ,"Congressional District 9 (116th Congress), New Jersey",2019,9.0%,"68,410",16%,17%,7%,185%,77%,23%,10.4%,"17,470",100%,0%,Northeast,Middle Atlantic,Mid-Atlantic
3409,NJ,"Congressional District 9, New Jersey",2020,8.7%,"65,340",18%,18%,5%,185%,82%,18%,11.9%,"20,010",100%,0%,Northeast,Middle Atlantic,Mid-Atlantic
3409,NJ,"Congressional District 9, New Jersey",2021,11.6%,"90,100",19%,15%,6%,185%,54%,46%,14.2%,"24,240",77%,23%,Northeast,Middle Atlantic,Mid-Atlantic
3409,NJ,"Congressional District 9 (118th Congress), New Jersey",2022,13.6%,"102,130",26%,21%,8%,185%,54%,46%,18.0%,"28,870",75%,25%,Northeast,Middle Atlantic,Mid-Atlantic
3409,NJ,"Congressional District 9 (118th Congress), New Jersey",2023,14.3%,"109,970",28%,22%,9%,185%,62%,38%,17.1%,"29,960",77%,23%,Northeast,Middle Atlantic,Mid-Atlantic
3410,NJ,"Congressional District 10 (116th Congress), New Jersey",2019,11.5%,"87,570",19%,18%,9%,185%,69%,31%,20.7%,"35,280",63%,37%,Northeast,Middle Atlantic,Mid-Atlantic
3410,NJ,"Congressional District 10, New Jersey",2020,11.0%,"83,640",20%,19%,6%,185%,74%,26%,22.6%,"39,870",75%,25%,Northeast,Middle Atlantic,Mid-Atlantic
3410,NJ,"Congressional District 10, New Jersey",2021,11.8%,"95,230",19%,17%,7%,185%,54%,47%,22.7%,"42,610",73%,27%,Northeast,Middle Atlantic,Mid-Atlantic
3410,NJ,"Congressional District 10 (118th Congress), New Jersey",2022,13.5%,"100,400",25%,23%,8%,185%,52%,48%,27.9%,"45,160",68%,32%,Northeast,Middle Atlantic,Mid-Atlantic
3410,NJ,"Congressional District 10 (118th Congress), New Jersey",2023,15.6%,"119,730",28%,24%,9%,185%,63%,37%,27.5%,"47,490",72%,29%,Northeast,Middle Atlantic,Mid-Atlantic
3411,NJ,"Congressional District 11 (116th Congress), New Jersey",2019,5.9%,"42,060",8%,11%,3%,185%,38%,62%,2.8%,"4,230",93%,7%,Northeast,Middle Atlantic,Mid-Atlantic
3411,NJ,"Congressional District 11, New Jersey",2020,4.6%,"33,760",10%,12%,2%,185%,48%,52%,0.5%,800,100%,0%,Northeast,Middle Atlantic,Mid-Atlantic
3411,NJ,"Congressional District 11, New Jersey",2021,6.3%,"47,630",7%,10%,2%,185%,32%,68%,1.8%,"3,020",100%,0%,Northeast,Middle Atlantic,Mid-Atlantic
3411,NJ,"Congressional District 11 (118th Congress), New Jersey",2022,8.3%,"64,350",16%,16%,5%,185%,29%,71%,4.4%,"7,440",78%,23%,Northeast,Middle Atlantic,Mid-Atlantic
3411,NJ,"Congressional District 11 (118th Congress), New Jersey",2023,8.8%,"68,320",19%,17%,6%,185%,35%,65%,4.9%,"8,100",57%,43%,Northeast,Middle Atlantic,Mid-Atlantic
3412,NJ,"Congressional District 12 (116th Congress), New Jersey",2019,9.3%,"69,270",15%,16%,5%,185%,55%,45%,10.6%,"16,780",78%,22%,Northeast,Middle Atlantic,Mid-Atlantic
3412,NJ,"Congressional District 12, New Jersey",2020,6.8%,"50,930",15%,17%,4%,185%,65%,35%,8.5%,"14,180",93%,7%,Northeast,Middle Atlantic,Mid-Atlantic
3412,NJ,"Congressional District 12, New Jersey",2021,7.1%,"55,420",14%,14%,4%,185%,49%,51%,7.7%,"13,270",87%,13%,Northeast,Middle Atlantic,Mid-Atlantic
3412,NJ,"Congressional District 12 (118th Congress), New Jersey",2022,9.7%,"74,430",19%,20%,6%,185%,41%,59%,11.7%,"19,590",63%,37%,Northeast,Middle Atlantic,Mid-Atlantic
3412,NJ,"Congressional District 12 (118th Congress), New Jersey",2023,10.8%,"83,300",22%,20%,7%,185%,54%,46%,11.9%,"20,350",70%,30%,Northeast,Middle Atlantic,Mid-Atlantic
3501,NM,"Congressional District 1 (116th Congress), New Mexico",2019,13.4%,"92,600",22%,15%,10%,165%,67%,33%,20.5%,"29,790",67%,33%,West,Mountain,Southwest
3501,NM,"Congressional District 1, New Mexico",2020,11.7%,"82,140",21%,16%,8%,165%,72%,28%,18.7%,"27,900",74%,26%,West,Mountain,Southwest
3501,NM,"Congressional District 1, New Mexico",2021,12.3%,"85,630",23%,13%,8%,165%,51%,49%,17.0%,"24,220",58%,42%,West,Mountain,Southwest
3501,NM,"Congressional District 1 (118th Congress), New Mexico",2022,13.0%,"92,910",27%,19%,10%,165%,50%,50%,18.1%,"25,780",66%,34%,West,Mountain,Southwest
3501,NM,"Congressional District 1 (118th Congress), New Mexico",2023,14.7%,"103,700",30%,20%,11%,200%,68%,32%,21.5%,"28,530",73%,27%,West,Mountain,Southwest
3502,NM,"Congressional District 2 (116th Congress), New Mexico",2019,15.2%,"107,600",23%,16%,11%,165%,74%,26%,23.5%,"39,670",69%,31%,West,Mountain,Southwest
3502,NM,"Congressional District 2, New Mexico",2020,13.8%,"96,980",19%,17%,10%,165%,78%,22%,22.2%,"38,160",78%,22%,West,Mountain,Southwest
3502,NM,"Congressional District 2, New Mexico",2021,15.0%,"106,830",20%,15%,10%,165%,60%,40%,20.9%,"35,900",69%,31%,West,Mountain,Southwest
3502,NM,"Congressional District 2 (118th Congress), New Mexico",2022,16.8%,"116,800",24%,21%,12%,165%,58%,42%,24.6%,"38,390",69%,32%,West,Mountain,Southwest
3502,NM,"Congressional District 2 (118th Congress), New Mexico",2023,17.6%,"125,100",28%,22%,13%,200%,83%,17%,23.8%,"38,150",82%,18%,West,Mountain,Southwest
3503,NM,"Congressional District 3 (116th Congress), New Mexico",2019,14.0%,"97,830",20%,15%,9%,165%,69%,31%,22.0%,"35,100",69%,31%,West,Mountain,Southwest
3503,NM,"Congressional District 3, New Mexico",2020,13.2%,"92,090",21%,16%,7%,165%,70%,30%,20.3%,"33,040",74%,26%,West,Mountain,Southwest
3503,NM,"Congressional District 3, New Mexico",2021,13.2%,"92,760",22%,13%,8%,165%,58%,42%,19.3%,"30,370",70%,30%,West,Mountain,Southwest
3503,NM,"Congressional District 3 (118th Congress), New Mexico",2022,15.9%,"111,660",29%,20%,11%,165%,56%,44%,23.1%,"36,250",73%,27%,West,Mountain,Southwest
3503,NM,"Congressional District 3 (118th Congress), New Mexico",2023,17.3%,"121,210",33%,21%,11%,200%,75%,25%,24.2%,"37,710",79%,22%,West,Mountain,Southwest
3601,NY,"Congressional District 1 (116th Congress), New York",2019,6.3%,"44,740",11%,13%,4%,200%,53%,47%,8.7%,"13,080",70%,30%,Northeast,Middle Atlantic,Northeast
3601,NY,"Congressional District 1, New York",2020,5.2%,"37,040",11%,14%,2%,200%,64%,36%,6.2%,"9,070",85%,15%,Northeast,Middle Atlantic,Northeast
3601,NY,"Congressional District 1, New York",2021,5.9%,"43,720",8%,12%,3%,200%,48%,52%,5.0%,"7,450",90%,10%,Northeast,Middle Atlantic,Northeast
3601,NY,"Congressional District 1 (118th Congress), New York",2022,8.4%,"64,740",10%,16%,4%,200%,33%,67%,6.5%,"9,910",56%,44%,Northeast,Middle Atlantic,Northeast
3601,NY,"Congressional District 1 (118th Congress), New York",2023,9.1%,"70,730",14%,17%,5%,200%,44%,56%,7.5%,"11,030",55%,46%,Northeast,Middle Atlantic,Northeast
3602,NY,"Congressional District 2 (116th Congress), New York",2019,4.6%,"32,370",6%,12%,3%,200%,64%,36%,7.1%,"10,530",60%,40%,Northeast,Middle Atlantic,Northeast
3602,NY,"Congressional District 2, New York",2020,4.0%,"28,440",7%,12%,2%,200%,74%,26%,5.8%,"8,840",80%,20%,Northeast,Middle Atlantic,Northeast
3602,NY,"Congressional District 2, New York",2021,5.0%,"36,830",5%,10%,2%,200%,43%,57%,5.6%,"8,420",58%,42%,Northeast,Middle Atlantic,Northeast
